"","X","name","full_team","team","year","games_in_season","num_games_missing","num_games_injured","injury_types","earliest_injury","latest_injury","position_id","NFL_draft_year","NFL_draft_round","NFL_draft_rank","height_inches","weight_pounds","birthdate","forty_yd","three_cone","bench","broad_jump","combine_height","combine_weight","shuttle","vertical","game_starter","head","shoulder","upper_torso","lower_torso","arm","hand","leg","foot"
"122",1514,"Quinn Sypniewski","Baltimore Ravens","rav",2009,18,18,18,"undisclosed",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"123",1517,"Kelly Talavou","Baltimore Ravens","rav",2009,18,1,1,"knee",15,15,"DEF",NA,NA,NA,74,334,"1984-10-04",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0
"124",1518,"Adam Terry","Baltimore Ravens","rav",2009,18,18,18,"knee",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"125",1530,"David Tyree","Baltimore Ravens","rav",2009,18,1,2,"hamstring",6,7,"WR",2003,6,211,72,206,"1980-01-03",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0
"126",1546,"Frank Walker","Baltimore Ravens","rav",2009,18,1,1,"illness",8,8,"DEF",2003,6,207,71,196,"1980-08-06",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0
"127",1556,"Fabian Washington","Baltimore Ravens","rav",2009,18,8,10,"concussion illness thigh knee",3,18,"DEF",2005,1,23,71,175,"1983-06-09",4.29,0,18,129,70,188,3.91,41.5,1,1,0,0,0,0,0,2,0
"128",1573,"Kelley Washington","Baltimore Ravens","rav",2009,18,1,5,"groin back illness ankle",4,15,"WR",2003,3,65,75,217,"1979-08-21",4.42,0,0,0,74,223,0,0,0,0,0,1,0,0,0,1,1
"129",1587,"Lardarius Webb","Baltimore Ravens","rav",2009,18,4,5,"illness knee",9,18,"DEF",2009,3,88,70,179,"1985-10-12",4.35,6.77,15,121,70,179,4.1,36.5,1,0,0,0,0,0,0,1,0
"130",1594,"Cary Williams","Baltimore Ravens","rav",2009,18,0,3,"thigh",12,18,"DEF",2008,7,229,73,185,"1984-12-23",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0
"131",1608,"Demetrius Williams","Baltimore Ravens","rav",2009,18,0,2,"illness",5,12,"WR",2006,4,111,74,202,"1983-03-28",4.52,6.84,0,127,74,197,4.08,38,0,0,0,0,0,0,0,0,0
"132",1626,"Marshal Yanda","Baltimore Ravens","rav",2009,18,0,1,"knee",17,17,"OL",2007,3,86,75,305,"1984-09-15",5.15,NA,NA,NA,76,307,NA,NA,1,0,0,0,0,0,0,1,0
"133",1643,"Tom Zbikowski","Baltimore Ravens","rav",2009,18,1,4,"concussion illness neck",2,17,"DEF",2008,3,86,71,209,"1985-05-22",4.44,0,24,0,71,211,0,0,0,2,0,0,0,0,0,0,0
"134",1651,"Demetress Bell","Buffalo Bills","buf",2009,16,8,9,"groin knee",4,16,"OL",2008,7,219,77,301,"1984-05-03",5.18,7.65,9,109,77,303,4.65,26.5,1,0,0,0,0,0,0,2,0
"135",1656,"Marcus Buggs","Buffalo Bills","buf",2009,16,11,11,"knee",6,16,"DEF",NA,NA,NA,70,223,"1985-09-21",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0
"136",1658,"Brad Butler","Buffalo Bills","buf",2009,16,14,14,"knee",3,16,"OL",2006,5,143,80,292,"1983-09-18",5.29,0,0,0,79,310,0,0,1,0,0,0,0,0,0,1,0
"137",1672,"Jairus Byrd","Buffalo Bills","buf",2009,16,2,9,"hip groin undisclosed",5,16,"DEF",2009,2,42,72,205,"1986-10-07",4.68,0,0,0,70,207,0,0,1,0,0,0,1,0,0,1,0
"138",1686,"Kirk Chambers","Buffalo Bills","buf",2009,16,0,1,"ankle",13,13,"OL",2004,6,176,79,315,"1979-03-19",5.44,7.56,22,101,79,313,4.4,27,1,0,0,0,0,0,0,0,1
"139",1702,"Ryan Denney","Buffalo Bills","buf",2009,16,0,1,"shoulder",13,13,"DEF",2002,2,61,79,264,"1977-06-15",4.86,7.18,36,107,79,276,4.25,33,0,0,1,0,0,0,0,0,0
"140",1713,"Chris Draft","Buffalo Bills","buf",2009,16,0,2,"neck",12,13,"DEF",1998,6,157,71,234,"1976-02-26",NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0
"141",1721,"Trent Edwards","Buffalo Bills","buf",2009,16,4,5,"concussion ankle",7,16,"QB",2007,3,92,76,231,"1983-10-30",4.76,7.14,19,0,76,231,4.46,0,0,1,0,0,0,0,0,0,1
"142",1724,"Chris Ellis","Buffalo Bills","buf",2009,16,2,2,"personal",4,5,"DEF",2008,3,72,76,260,"1985-02-11",4.71,7.64,0,109,76,263,4.65,27,0,0,0,0,0,0,0,0,0
"143",1732,"Keith Ellison","Buffalo Bills","buf",2009,16,8,9,"knee thigh",6,16,"DEF",2006,6,178,72,229,"1984-02-06",4.76,7.22,24,115,73,235,4.16,32.5,1,0,0,0,0,0,0,2,0
"144",1740,"Derek Fine","Buffalo Bills","buf",2009,16,8,9,"hamstring  knee",1,16,"TE",2008,4,132,74,250,"1983-08-24",4.83,6.8,24,115,75,251,4.19,29,1,0,0,0,0,0,0,2,0
"145",1750,"Ryan Fitzpatrick","Buffalo Bills","buf",2009,16,1,2,"ankle",15,16,"QB",2005,7,250,74,221,"1982-11-24",4.86,7.09,NA,105,74,232,4.07,30.5,1,0,0,0,0,0,0,0,1
"146",1764,"Drayton Florence","Buffalo Bills","buf",2009,16,2,4,"knee  illness",1,15,"DEF",2003,2,46,72,200,"1980-12-19",4.39,0,18,124,72,198,0,35,1,0,0,0,0,0,0,1,0
"147",1780,"Geoff Hangartner","Buffalo Bills","buf",2009,16,0,1,"back",3,3,"OL",2005,5,169,77,305,"1982-04-22",5.21,7.62,26,103,77,301,4.52,28.5,1,0,0,1,0,0,0,0,0
"148",1782,"James Hardy","Buffalo Bills","buf",2009,16,11,12,"knee groin  illness",1,15,"WR",2008,2,41,78,220,"1985-12-24",4.45,6.84,18,125,77,217,4.2,31.5,0,0,0,0,0,0,0,2,0
"149",1797,"Nic Harris","Buffalo Bills","buf",2009,16,1,3,"personal knee",11,16,"DEF",2009,5,147,74,233,"1986-10-06",4.83,7.05,15,109,74,234,4.37,31.5,1,0,0,0,0,0,0,1,0
"150",1809,"Justin Jenkins","Buffalo Bills","buf",2009,16,1,3,"illness knee",10,14,"WR",NA,NA,NA,72,207,"1980-12-10",4.6,7.47,0,123,71,213,4.16,35,0,0,0,0,0,0,0,1,0
"151",1825,"Spencer Johnson","Buffalo Bills","buf",2009,16,0,1,"thigh",1,1,"DEF",NA,NA,NA,75,304,"1981-12-12",5.06,7.78,19,111,75,286,4.53,30,0,0,0,0,0,0,0,1,0
"152",1830,"Steve Johnson","Buffalo Bills","buf",2009,16,1,1,"ankle",16,16,"WR",2008,7,224,74,210,"1986-11-28",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1
"153",1838,"Todd Johnson","Buffalo Bills","buf",2009,16,2,3,"hamstring",13,16,"DEF",2003,4,100,73,200,"1978-12-18",4.56,7.01,19,117,73,206,4.19,33.5,0,0,0,0,0,0,0,1,0
"154",1854,"Chris Kelsay","Buffalo Bills","buf",2009,16,0,5,"knee eye back shoulder",2,12,"DEF",2003,2,48,76,263,"1979-10-31",4.75,0,23,121,76,273,0,36.5,1,1,1,1,0,0,0,1,0
"155",1855,"Joe Klopfenstein","Buffalo Bills","buf",2009,16,2,2,"ankle",13,14,"TE",2006,2,46,77,262,"1983-11-09",4.63,7.39,27,112,78,255,4.21,36,1,0,0,0,0,0,0,0,1
"156",1865,"Ellis Lankster","Buffalo Bills","buf",2009,16,1,1,"back",5,5,"DEF",2009,7,220,69,191,"1987-06-03",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0
"157",1881,"Andy Levitre","Buffalo Bills","buf",2009,16,0,1,"shoulder",13,13,"OL",2009,2,51,74,303,"1986-05-15",5.33,0,23,103,75,305,4.52,30.5,1,0,1,0,0,0,0,0,0
"158",1894,"Marshawn Lynch","Buffalo Bills","buf",2009,16,0,2,"served shoulder",4,11,"RB",2007,1,12,71,215,"1986-04-22",4.46,7.05,20,125,71,215,4.55,35.5,0,0,1,0,0,0,0,0,0
"159",1905,"John McCargo","Buffalo Bills","buf",2009,16,5,6,"calf",3,13,"DEF",2006,1,26,74,307,"1983-08-19",5.15,7.79,25,110,73,302,4.48,30.5,0,0,0,0,0,0,0,1,0
"160",1916,"Terrence McGee","Buffalo Bills","buf",2009,16,5,12,"back ankle knee chest shoulder",2,16,"DEF",2003,4,111,69,205,"1980-10-14",4.57,6.88,15,126,70,201,4.09,37,1,0,1,2,0,0,0,1,1
"161",1931,"Corey McIntyre","Buffalo Bills","buf",2009,16,1,2,"knee",8,9,"RB",NA,NA,NA,72,245,"1979-01-25",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0
"162",1934,"Leodis McKelvin","Buffalo Bills","buf",2009,16,13,14,"fibula",3,16,"DEF",2008,1,11,71,190,"1985-09-01",4.38,7.06,17,121,70,190,4.1,33.5,1,0,0,0,0,0,0,1,0
"163",1942,"Seth McKinney","Buffalo Bills","buf",2009,16,6,6,"knee",11,16,"OL",2002,3,90,75,310,"1979-06-12",4.97,7.36,23,105,75,300,4.51,33.5,1,0,0,0,0,0,0,1,0
"164",1950,"Jamon Meredith","Buffalo Bills","buf",2009,16,2,2,"knee ankle",9,14,"OL",2009,5,162,76,289,"1986-05-11",4.99,8.01,31,105,77,304,4.82,28,1,0,0,0,0,0,0,1,1
"165",1955,"Kawika Mitchell","Buffalo Bills","buf",2009,16,11,11,"knee",6,16,"DEF",2003,2,47,73,253,"1979-10-10",4.69,7.32,25,117,73,253,4.24,37,1,0,0,0,0,0,0,1,0
"166",1968,"Shawn Nelson","Buffalo Bills","buf",2009,16,4,7,"shoulder illness",3,16,"TE",2009,4,121,76,238,"1985-10-05",4.52,6.96,19,115,77,240,4.46,33,0,0,1,0,0,0,0,0,0
"167",1973,"Xavier Omon","Buffalo Bills","buf",2009,16,1,1,"illness",7,7,"RB",2008,6,179,71,226,"1985-02-15",4.52,0,17,112,71,228,0,31,0,0,0,0,0,0,0,0,0
"168",1989,"Terrell Owens","Buffalo Bills","buf",2009,16,0,2,"hip illness",9,14,"WR",1996,3,89,75,224,"1973-12-07",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0
"169",2003,"Ashlee Palmer","Buffalo Bills","buf",2009,16,1,2,"ankle",15,16,"DEF",NA,NA,NA,73,223,"1986-04-07",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1
"170",2015,"Roscoe Parrish","Buffalo Bills","buf",2009,16,2,4,"quadriceps thigh knee illness",3,10,"WR",2005,2,55,69,175,"1982-07-16",4.37,0,0,0,70,168,0,0,0,0,0,0,0,0,0,3,0
"171",2027,"Paul Posluszny","Buffalo Bills","buf",2009,16,4,5,"arm",2,6,"DEF",2007,2,34,74,232,"1984-10-10",4.7,6.94,22,116,74,238,4.2,37,1,0,0,0,0,1,0,0,0
"172",2029,"Andre Ramsey","Buffalo Bills","buf",2009,16,1,1,"calf",16,16,"OL",NA,NA,NA,77,322,"1987-07-24",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0
"173",2043,"Josh Reed","Buffalo Bills","buf",2009,16,2,4,"ankle fibula",3,16,"WR",2002,2,36,70,210,"1980-05-01",4.54,0,0,0,70,210,0,0,0,0,0,0,0,0,0,1,1
"174",2059,"Aaron Schobel","Buffalo Bills","buf",2009,16,0,2,"back groin",2,9,"DEF",2001,2,46,76,243,"1977-09-01",4.75,7.16,0,119,76,263,4.03,38,1,0,0,1,0,0,0,1,0
"175",2061,"Derek Schouman","Buffalo Bills","buf",2009,16,14,14,"knee",3,16,"TE",2007,7,222,74,247,"1985-03-11",4.74,7,27,122,74,247,4.27,37.5,1,0,0,0,0,0,0,1,0
"176",2070,"Bryan Scott","Buffalo Bills","buf",2009,16,7,8,"ankle head",4,16,"DEF",2003,2,55,73,220,"1981-04-13",4.6,0,13,0,73,219,0,0,1,1,0,0,0,0,0,0,1
"177",2080,"Jonathan Scott","Buffalo Bills","buf",2009,16,5,6,"ankle eye",6,16,"OL",2006,5,141,78,318,"1983-01-10",5.32,7.73,0,101,78,315,4.85,24.5,1,1,0,0,0,0,0,0,1
"178",2083,"Kendall Simmons","Buffalo Bills","buf",2009,16,2,2,"shoulder",14,15,"OL",2002,1,30,75,315,"1979-03-11",5.3,7.84,24,98,75,311,4.71,28.5,1,0,1,0,0,0,0,0,0
"179",2098,"Marcus Stroud","Buffalo Bills","buf",2009,16,1,4,"knee back",10,16,"DEF",2001,1,13,78,310,"1978-06-25",5.13,8.07,21,110,78,321,4.72,30,1,0,0,1,0,0,0,1,0
"180",2112,"Jonathan Stupar","Buffalo Bills","buf",2009,16,0,1,"knee",16,16,"TE",NA,NA,NA,75,250,"1984-07-27",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0
"181",2122,"Donte Whitner","Buffalo Bills","buf",2009,16,6,7,"thumb ankle illness",4,16,"DEF",2006,1,8,70,208,"1985-07-24",4.4,0,18,132,70,204,0,40,1,0,0,0,0,0,1,0,1
"182",2136,"Kyle Williams","Buffalo Bills","buf",2009,16,2,4,"groin knee",4,10,"DEF",2006,5,134,73,303,"1983-06-10",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,2,0
"183",2146,"Eric Wood","Buffalo Bills","buf",2009,16,6,6,"tibia fibula",11,16,"OL",2009,1,28,76,310,"1986-03-18",5.19,7.56,30,99,76,310,4.51,30.5,1,0,0,0,0,0,0,2,0
"184",2157,"Ashton Youboty","Buffalo Bills","buf",2009,16,4,4,"ankle",10,13,"DEF",2006,3,70,72,192,"1984-07-07",4.44,0,0,0,72,189,0,0,0,0,0,0,0,0,0,0,1
"185",2173,"James Anderson","Carolina Panthers","car",2009,16,0,1,"concussion",5,5,"DEF",2006,3,88,74,235,"1983-09-26",4.59,6.67,0,121,75,229,4.07,41,1,1,0,0,0,0,0,0,0
"186",2189,"Jon Beason","Carolina Panthers","car",2009,16,0,1,"knee",5,5,"DEF",2007,1,25,72,237,"1985-01-14",4.72,0,19,111,72,237,0,0,1,0,0,0,0,0,0,1,0
"187",2205,"Mackenzy Bernadeau","Carolina Panthers","car",2009,16,0,1,"knee",12,12,"OL",2008,7,250,76,292,"1986-01-03",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0
"188",2220,"Tyler Brayton","Carolina Panthers","car",2009,16,1,2,"concussion",13,14,"DEF",2003,1,32,78,280,"1979-11-20",4.73,7.14,25,116,78,277,4.31,34,1,1,0,0,0,0,0,0,0
"189",2235,"Everette Brown","Carolina Panthers","car",2009,16,1,3,"ankle",2,4,"DEF",2009,2,43,76,250,"1987-08-07",4.65,7.55,26,114,73,256,4.53,31.5,0,0,0,0,0,0,0,0,1
"190",2251,"Dan Connor","Carolina Panthers","car",2009,16,0,1,"shoulder",3,3,"DEF",2008,3,74,75,233,"1985-11-02",4.67,0,0,0,74,231,0,0,0,0,1,0,0,0,0,0,0
"191",2252,"C.J. Davis","Carolina Panthers","car",2009,16,16,16,"ankle",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1
"192",2259,"Thomas Davis","Carolina Panthers","car",2009,16,9,10,"hamstring knee",6,16,"DEF",2005,1,14,73,235,"1983-03-22",4.6,7.09,NA,115,73,230,3.97,36.5,1,0,0,0,0,0,0,2,0
"193",2270,"Jake Delhomme","Carolina Panthers","car",2009,16,5,6,"chest finger",8,16,"QB",NA,NA,NA,74,215,"1975-01-10",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,1,0,0
"194",2284,"Na'il Diggs","Carolina Panthers","car",2009,16,2,7,"rib ribs",3,14,"DEF",2000,4,98,76,240,"1978-07-08",4.66,0,0,0,76,231,0,0,1,0,0,2,0,0,0,0,0
"195",2294,"Tony Fiammetta","Carolina Panthers","car",2009,16,1,3,"ankle concussion",4,9,"RB",2009,4,128,72,246,"1986-08-22",4.58,7.31,30,112,72,245,4.49,34,0,1,0,0,0,0,0,0,1
"196",2306,"Charles Godfrey","Carolina Panthers","car",2009,16,4,5,"ankle",7,11,"DEF",2008,3,67,72,207,"1985-11-15",4.43,7.28,14,121,72,207,4.4,32.5,1,0,0,0,0,0,0,0,1
"197",2314,"Mike Goodson","Carolina Panthers","car",2009,16,1,2,"illness concussion",3,4,"RB",2009,4,111,71,195,"1987-05-23",4.43,6.89,14,118,72,208,4.22,39.5,0,1,0,0,0,0,0,0,0
"198",2323,"Jordan Gross","Carolina Panthers","car",2009,16,7,8,"knee ankle",3,16,"OL",2003,1,8,76,305,"1980-07-20",5.05,7.69,28,112,76,300,4.39,31.5,1,0,0,0,0,0,0,1,1
"199",2336,"Chris Harris","Carolina Panthers","car",2009,16,3,4,"knee",1,4,"DEF",2005,6,181,72,211,"1982-08-06",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0
"200",2346,"Nick Hayden","Carolina Panthers","car",2009,16,2,3,"toe",2,5,"DEF",2008,6,181,76,295,"1986-02-04",5.14,7.55,34,108,76,291,4.54,27,0,0,0,0,0,0,0,0,1
"201",2357,"Brad Hoover","Carolina Panthers","car",2009,16,5,8,"back ankle",3,12,"RB",NA,NA,NA,72,245,"1976-11-11",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1
"202",2358,"Corvey Irvin","Carolina Panthers","car",2009,16,16,16,"knee",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"203",2371,"Dwayne Jarrett","Carolina Panthers","car",2009,16,1,2,"ankle",12,13,"WR",2007,2,45,76,219,"1986-09-11",4.62,0,0,0,76,219,0,0,0,0,0,0,0,0,0,0,1
"204",2384,"Charles Johnson","Carolina Panthers","car",2009,16,3,6,"knee illness pectoral",2,13,"DEF",2007,3,83,74,270,"1986-07-10",4.84,7.5,33,118,74,270,0,34,0,0,0,1,0,0,0,1,0
"205",2394,"Landon Johnson","Carolina Panthers","car",2009,16,6,8,"shoulder knee",7,16,"DEF",2004,3,96,74,232,"1981-03-13",4.65,7,20,120,74,227,4.08,37.5,1,0,1,0,0,0,0,1,0
"206",2410,"John Kasay","Carolina Panthers","car",2009,16,0,2,"groin",8,9,"K",1991,4,98,70,210,"1969-10-27",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0
"207",2411,"Ma'ake Kemoeatu","Carolina Panthers","car",2009,16,16,16,"achilles",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1
"208",2413,"Louis Leonard","Carolina Panthers","car",2009,16,14,14,"ankle",3,16,"DEF",NA,NA,NA,77,325,"1984-07-16",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1
"209",2429,"Damione Lewis","Carolina Panthers","car",2009,16,0,2,"shoulder",10,11,"DEF",2001,1,12,74,301,"1978-03-01",4.9,0,22,0,75,293,0,0,1,0,1,0,0,0,0,0,0
"210",2445,"Rhys Lloyd","Carolina Panthers","car",2009,16,0,2,"ankle",6,7,"K",NA,NA,NA,71,231,"1982-06-05",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1
"211",2461,"Richard Marshall","Carolina Panthers","car",2009,16,0,3,"ankle",14,16,"DEF",2006,2,58,71,198,"1984-12-12",4.42,6.65,12,129,71,189,4.16,37,1,0,0,0,0,0,0,0,1
"212",2477,"Sherrod Martin","Carolina Panthers","car",2009,16,0,3,"knee",1,3,"DEF",2009,2,59,72,197,"1984-10-12",4.43,6.6,12,123,73,198,3.98,36,0,0,0,0,0,0,0,1,0
"213",2478,"Josh McCown","Carolina Panthers","car",2009,16,15,15,"foot",2,16,"QB",2002,3,81,76,218,"1979-07-04",4.59,6.85,NA,120,76,221,3.9,38.5,0,0,0,0,0,0,0,0,1
"214",2485,"Matt Moore","Carolina Panthers","car",2009,16,0,2,"shoulder rib",15,16,"QB",NA,NA,NA,75,219,"1984-08-09",NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0
"215",2499,"Muhsin Muhammad","Carolina Panthers","car",2009,16,2,9,"leg ankle knee",2,16,"WR",1996,2,43,74,215,"1973-05-05",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,2,1
"216",2514,"Captain Munnerlyn","Carolina Panthers","car",2009,16,1,4,"illness shoulder concussion",3,13,"DEF",2009,7,216,69,195,"1988-04-10",4.41,7.15,19,121,68,182,4.2,37.5,0,1,1,0,0,0,0,0,0
"217",2527,"Jeff Otah","Carolina Panthers","car",2009,16,3,5,"shoulder knee",2,16,"OL",2008,1,19,78,340,"1986-06-17",5.55,0,27,102,78,322,0,22.5,1,0,1,0,0,0,0,1,0
"218",2543,"Julius Peppers","Carolina Panthers","car",2009,16,0,2,"hand",9,11,"DEF",2002,1,2,79,295,"1980-01-18",4.74,0,0,0,78,283,0,0,1,0,0,0,0,0,1,0,0
"219",2557,"Dante Rosario","Carolina Panthers","car",2009,16,2,4,"ankle knee",5,9,"TE",2007,5,155,75,244,"1984-10-25",4.78,6.96,20,115,75,244,4.47,36,1,0,0,0,0,0,0,1,1
"220",2558,"Nate Salley","Carolina Panthers","car",2009,16,2,2,"knee",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"221",2574,"Geoff Schwartz","Carolina Panthers","car",2009,16,0,1,"groin",16,16,"OL",2008,7,241,78,332,"1986-07-11",5.36,7.9,0,98,78,332,4.79,20.5,1,0,0,0,0,0,0,1,0
"222",2589,"Steve Smith","Carolina Panthers","car",2009,16,1,6,"ankle knee back ribs rib arm",3,16,"WR",2001,3,74,69,195,"1979-05-12",4.41,7.44,0,121,69,184,4.25,38.5,1,0,0,3,0,1,0,1,1
"223",2605,"Jonathan Stewart","Carolina Panthers","car",2009,16,0,15,"heel achilles toe",2,16,"RB",2008,1,13,70,240,"1987-03-21",4.46,0,28,128,70,235,0,36.5,1,0,0,0,0,0,0,0,3
"224",2612,"Tyrell Sutton","Carolina Panthers","car",2009,16,2,3,"thigh calf",14,16,"RB",NA,NA,NA,69,190,"1986-12-19",4.64,6.94,0,114,68,211,4.32,33,0,0,0,0,0,0,0,2,0
"225",2618,"Tank Tyler","Carolina Panthers","car",2009,16,5,5,"knee",12,16,"DEF",2007,3,82,74,306,"1985-02-14",5.18,0,42,0,74,306,0,28.5,0,0,0,0,0,0,0,1,0
"226",2633,"Dante Wesley","Carolina Panthers","car",2009,16,0,1,"served",7,7,"DEF",2002,4,100,73,215,"1979-04-05",4.43,7.25,15,116,73,211,4.22,35,0,0,0,0,0,0,0,0,0
"227",2646,"DeAngelo Williams","Carolina Panthers","car",2009,16,3,7,"knee ankle",9,16,"RB",2006,1,27,69,207,"1983-04-25",4.45,0,25,121,69,214,0,35.5,1,0,0,0,0,0,0,1,1
"228",2662,"Anthony Adams","Chicago Bears","chi",2009,16,0,2,"knee toe",4,5,"DEF",2003,2,57,72,310,"1980-06-18",5.13,7.68,0,109,72,299,4.59,30.5,1,0,0,0,0,0,0,1,1
"229",2672,"Gaines Adams","Chicago Bears","chi",2009,16,0,1,"ankle",15,15,"DEF",2007,1,4,77,258,"1983-06-08",4.64,7.17,0,119,77,258,4.36,35,0,0,0,0,0,0,0,0,1
"230",2685,"Al Afalava","Chicago Bears","chi",2009,16,3,6,"shoulder knee",2,16,"DEF",2009,6,190,71,213,"1987-01-20",NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0
"231",2701,"Mark Anderson","Chicago Bears","chi",2009,16,0,1,"toe",2,2,"DEF",2006,5,159,76,255,"1983-05-26",4.62,6.95,20,127,76,254,4.22,42,1,0,0,0,0,0,0,0,1
"232",2711,"Devin Aromashodu","Chicago Bears","chi",2009,16,1,1,"quadriceps",1,1,"WR",2006,7,233,74,201,"1984-05-23",4.35,7.04,0,120,74,201,4.16,39,0,0,0,0,0,0,0,1,0
"233",2727,"Zackary Bowman","Chicago Bears","chi",2009,16,0,3,"knee undisclosed illness",7,14,"DEF",2008,5,142,73,197,"1984-11-14",4.39,7.1,18,122,72,197,4.21,30.5,1,0,0,0,0,0,0,1,0
"234",2742,"Lance Briggs","Chicago Bears","chi",2009,16,1,8,"foot shoulder knee back",4,16,"DEF",2003,3,68,73,244,"1980-11-12",4.75,0,25,113,73,242,0,33,1,0,1,1,0,0,0,1,1
"235",2758,"Alex Brown","Chicago Bears","chi",2009,16,0,4,"ankle leg calf",3,12,"DEF",2002,4,104,75,260,"1979-06-04",4.74,0,0,0,75,260,0,0,1,0,0,0,0,0,0,2,1
"236",2770,"Josh Bullocks","Chicago Bears","chi",2009,16,0,1,"ankle",6,6,"DEF",2005,2,40,72,210,"1983-02-28",4.46,7.09,0,118,72,209,4.08,37.5,0,0,0,0,0,0,0,0,1
"237",2781,"Desmond Clark","Chicago Bears","chi",2009,16,5,8,"rib neck illness",2,15,"TE",1999,6,179,75,249,"1977-04-20",NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0
"238",2797,"Kellen Davis","Chicago Bears","chi",2009,16,0,1,"ankle",11,11,"TE",2008,5,158,78,259,"1985-10-11",4.59,7.25,22,118,78,262,4.38,28,0,0,0,0,0,0,0,0,1
"239",2798,"Dusty Dvoracek","Chicago Bears","chi",2009,16,2,2,"knee",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"240",2814,"Matt Forte","Chicago Bears","chi",2009,16,0,1,"knee",4,4,"RB",2008,2,44,73,221,"1985-12-10",4.44,6.84,23,118,73,217,4.23,33,1,0,0,0,0,0,0,1,0
"241",2830,"Roberto Garza","Chicago Bears","chi",2009,16,0,1,"ankle",11,11,"OL",2001,4,99,74,310,"1979-03-26",5,7.71,37,114,74,303,4.53,32.5,1,0,0,0,0,0,0,0,1
"242",2846,"Corey Graham","Chicago Bears","chi",2009,16,0,1,"ankle",6,6,"DEF",2007,5,168,72,196,"1985-07-25",4.42,0,10,0,72,195,0,0,0,0,0,0,0,0,0,0,1
"243",2861,"Tommie Harris","Chicago Bears","chi",2009,16,1,15,"knee",2,16,"DEF",2004,1,14,75,295,"1983-04-29",4.78,0,29,0,74,295,0,0,1,0,0,0,0,0,0,1,0
"244",2874,"Devin Hester","Chicago Bears","chi",2009,16,3,5,"ankle calf",8,16,"WR",2006,2,57,71,190,"1982-11-04",4.41,0,16,124,71,190,0,38,1,0,0,0,0,0,0,1,1
"245",2888,"Hunter Hillenmeyer","Chicago Bears","chi",2009,16,2,4,"rib groin",4,13,"DEF",2003,5,166,76,238,"1980-10-28",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0
"246",2903,"Israel Idonije","Chicago Bears","chi",2009,16,1,9,"hamstring  knee foot",1,16,"DEF",NA,NA,NA,78,275,"1980-11-17",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2,1
