"name","full_team","team","year","games_in_season","num_games_injured","num_games_missing","injury_types","earliest_injury","latest_injury","head","shoulder","upper_torso","lower_torso","arm","hand","leg","foot","short_team_name","injury","total_injuries","position_id","NFL_draft_year","NFL_draft_round","NFL_draft_rank","height_inches","weight_pounds","birthdate","forty_yd","three_cone","bench","broad_jump","combine_height","combine_weight","shuttle","vertical","game_starter","age","bmi"
"Lardarius Webb","Baltimore Ravens","rav",2009,16,3,2,"illness knee",9,16,0,0,0,0,0,0,1,0,"BAL","1",1,"DEF",2009,3,88,70,179,"1985-10-12",4.35,6.77,15,121,70,179,4.1,36.5,1,24,25.6810204081633
"Cary Williams","Baltimore Ravens","rav",2009,16,2,0,"thigh",12,16,0,0,0,0,0,0,1,0,"BAL","1",1,"DEF",2008,7,229,73,185,"1984-12-23",NA,NA,NA,NA,NA,NA,NA,NA,0,24,24.4051416776131
"Tom Zbikowski","Baltimore Ravens","rav",2009,16,3,1,"concussion illness",2,8,1,0,0,0,0,0,0,0,"BAL","1",1,"DEF",2008,3,86,71,209,"1985-05-22",4.44,0,24,0,71,211,0,0,0,24,29.146399523904
"Demetress Bell","Buffalo Bills","buf",2009,16,9,8,"groin knee",4,16,0,0,0,0,0,0,2,0,"BUF","1",2,"OL",2008,7,219,77,301,"1984-05-03",5.18,7.65,9,109,77,303,4.65,26.5,1,25,35.689492325856
"Marcus Buggs","Buffalo Bills","buf",2009,16,11,11,"knee",6,16,0,0,0,0,0,0,1,0,"BUF","1",1,"DEF",NA,NA,NA,70,223,"1985-09-21",NA,NA,NA,NA,NA,NA,NA,NA,0,24,31.9936734693878
"Brad Butler","Buffalo Bills","buf",2009,16,14,14,"knee",3,16,0,0,0,0,0,0,1,0,"BUF","1",1,"OL",2006,5,143,80,292,"1983-09-18",5.29,0,0,0,79,310,0,0,1,26,32.074375
"Jairus Byrd","Buffalo Bills","buf",2009,16,9,2,"hip groin undisclosed",5,16,0,0,0,1,0,0,1,0,"BUF","1",2,"DEF",2009,2,42,72,205,"1986-10-07",4.68,0,0,0,70,207,0,0,1,23,27.7999614197531
"Kirk Chambers","Buffalo Bills","buf",2009,16,1,0,"ankle",13,13,0,0,0,0,0,0,0,1,"BUF","1",1,"OL",2004,6,176,79,315,"1979-03-19",5.44,7.56,22,101,79,313,4.4,27,1,30,35.4822945040859
"Ryan Denney","Buffalo Bills","buf",2009,16,1,0,"shoulder",13,13,0,1,0,0,0,0,0,0,"BUF","1",1,"DEF",2002,2,61,79,264,"1977-06-15",4.86,7.18,36,107,79,276,4.25,33,0,32,29.7375420605672
"Chris Draft","Buffalo Bills","buf",2009,16,2,0,"neck",12,13,1,0,0,0,0,0,0,0,"BUF","1",1,"DEF",1998,6,157,71,234,"1976-02-26",NA,NA,NA,NA,NA,NA,NA,NA,1,33,32.6328109502083
"Trent Edwards","Buffalo Bills","buf",2009,16,5,4,"concussion ankle",7,16,1,0,0,0,0,0,0,1,"BUF","1",2,"QB",2007,3,92,76,231,"1983-10-30",4.76,7.14,19,0,76,231,4.46,0,0,26,28.1151315789474
"Keith Ellison","Buffalo Bills","buf",2009,16,9,8,"knee thigh",6,16,0,0,0,0,0,0,2,0,"BUF","1",2,"DEF",2006,6,178,72,229,"1984-02-06",4.76,7.22,24,115,73,235,4.16,32.5,1,25,31.0545910493827
"Derek Fine","Buffalo Bills","buf",2009,16,9,8,"hamstring  knee",1,16,0,0,0,0,0,0,2,0,"BUF","1",2,"TE",2008,4,132,74,250,"1983-08-24",4.83,6.8,24,115,75,251,4.19,29,1,26,32.0945945945946
"Ryan Fitzpatrick","Buffalo Bills","buf",2009,16,2,1,"ankle",15,16,0,0,0,0,0,0,0,1,"BUF","1",1,"QB",2005,7,250,74,221,"1982-11-24",4.86,7.09,NA,105,74,232,4.07,30.5,1,27,28.3716216216216
"Drayton Florence","Buffalo Bills","buf",2009,16,4,2,"knee  illness",1,15,0,0,0,0,0,0,1,0,"BUF","1",1,"DEF",2003,2,46,72,200,"1980-12-19",4.39,0,18,124,72,198,0,35,1,28,27.1219135802469
"Geoff Hangartner","Buffalo Bills","buf",2009,16,1,0,"back",3,3,0,0,1,0,0,0,0,0,"BUF","1",1,"OL",2005,5,169,77,305,"1982-04-22",5.21,7.62,26,103,77,301,4.52,28.5,1,27,36.1637712936414
"James Hardy","Buffalo Bills","buf",2009,16,12,11,"knee groin  illness",1,15,0,0,0,0,0,0,2,0,"BUF","1",2,"WR",2008,2,41,78,220,"1985-12-24",4.45,6.84,18,125,77,217,4.2,31.5,0,23,25.4207758053912
"Nic Harris","Buffalo Bills","buf",2009,16,3,1,"personal knee",11,16,0,0,0,0,0,0,1,0,"BUF","1",1,"DEF",2009,5,147,74,233,"1986-10-06",4.83,7.05,15,109,74,234,4.37,31.5,1,23,29.9121621621622
"Justin Jenkins","Buffalo Bills","buf",2009,16,3,1,"illness knee",10,14,0,0,0,0,0,0,1,0,"BUF","1",1,"WR",NA,NA,NA,72,207,"1980-12-10",4.6,7.47,0,123,71,213,4.16,35,0,28,28.0711805555556
"Spencer Johnson","Buffalo Bills","buf",2009,16,1,0,"thigh",1,1,0,0,0,0,0,0,1,0,"BUF","1",1,"DEF",NA,NA,NA,75,304,"1981-12-12",5.06,7.78,19,111,75,286,4.53,30,0,27,37.9932444444444
"Steve Johnson","Buffalo Bills","buf",2009,16,1,1,"ankle",16,16,0,0,0,0,0,0,0,1,"BUF","1",1,"WR",2008,7,224,74,210,"1986-11-28",NA,NA,NA,NA,NA,NA,NA,NA,0,23,26.9594594594595
"Todd Johnson","Buffalo Bills","buf",2009,16,3,2,"hamstring",13,16,0,0,0,0,0,0,1,0,"BUF","1",1,"DEF",2003,4,100,73,200,"1978-12-18",4.56,7.01,19,117,73,206,4.19,33.5,0,30,26.3839369487709
"Chris Kelsay","Buffalo Bills","buf",2009,16,5,0,"knee eye back shoulder",2,12,1,1,1,0,0,0,1,0,"BUF","1",4,"DEF",2003,2,48,76,263,"1979-10-31",4.75,0,23,121,76,273,0,36.5,1,30,32.0098684210526
"Joe Klopfenstein","Buffalo Bills","buf",2009,16,2,2,"ankle",13,14,0,0,0,0,0,0,0,1,"BUF","1",1,"TE",2006,2,46,77,262,"1983-11-09",4.63,7.39,27,112,78,255,4.21,36,1,26,31.0652723899477
"Ellis Lankster","Buffalo Bills","buf",2009,16,1,1,"back",5,5,0,0,1,0,0,0,0,0,"BUF","1",1,"DEF",2009,7,220,69,191,"1987-06-03",NA,NA,NA,NA,NA,NA,NA,NA,0,22,28.2026885108171
"Andy Levitre","Buffalo Bills","buf",2009,16,1,0,"shoulder",13,13,0,1,0,0,0,0,0,0,"BUF","1",1,"OL",2009,2,51,74,303,"1986-05-15",5.33,0,23,103,75,305,4.52,30.5,1,23,38.8986486486486
"Marshawn Lynch","Buffalo Bills","buf",2009,16,2,0,"served shoulder",4,11,0,1,0,0,0,0,0,0,"BUF","1",1,"RB",2007,1,12,71,215,"1986-04-22",4.46,7.05,20,125,71,215,4.55,35.5,0,23,29.983138266217
"John McCargo","Buffalo Bills","buf",2009,16,6,5,"calf",3,13,0,0,0,0,0,0,1,0,"BUF","1",1,"DEF",2006,1,26,74,307,"1983-08-19",5.15,7.79,25,110,73,302,4.48,30.5,0,26,39.4121621621622
"Terrence McGee","Buffalo Bills","buf",2009,16,12,5,"back ankle knee chest shoulder",2,16,0,1,2,0,0,0,1,1,"BUF","1",5,"DEF",2003,4,111,69,205,"1980-10-14",4.57,6.88,15,126,70,201,4.09,37,1,29,30.2699012812434
"Corey McIntyre","Buffalo Bills","buf",2009,16,2,1,"knee",8,9,0,0,0,0,0,0,1,0,"BUF","1",1,"RB",NA,NA,NA,72,245,"1979-01-25",NA,NA,NA,NA,NA,NA,NA,NA,0,30,33.2243441358025
"Leodis McKelvin","Buffalo Bills","buf",2009,16,14,13,"fibula",3,16,0,0,0,0,0,0,1,0,"BUF","1",1,"DEF",2008,1,11,71,190,"1985-09-01",4.38,7.06,17,121,70,190,4.1,33.5,1,24,26.4967268399127
"Seth McKinney","Buffalo Bills","buf",2009,16,6,6,"knee",11,16,0,0,0,0,0,0,1,0,"BUF","1",1,"OL",2002,3,90,75,310,"1979-06-12",4.97,7.36,23,105,75,300,4.51,33.5,1,30,38.7431111111111
"Jamon Meredith","Buffalo Bills","buf",2009,16,2,2,"knee ankle",9,14,0,0,0,0,0,0,1,1,"BUF","1",2,"OL",2009,5,162,76,289,"1986-05-11",4.99,8.01,31,105,77,304,4.82,28,1,23,35.1743421052632
"Kawika Mitchell","Buffalo Bills","buf",2009,16,11,11,"knee",6,16,0,0,0,0,0,0,1,0,"BUF","1",1,"DEF",2003,2,47,73,253,"1979-10-10",4.69,7.32,25,117,73,253,4.24,37,1,30,33.3756802401952
"Shawn Nelson","Buffalo Bills","buf",2009,16,7,4,"shoulder illness",3,16,0,1,0,0,0,0,0,0,"BUF","1",1,"TE",2009,4,121,76,238,"1985-10-05",4.52,6.96,19,115,77,240,4.46,33,0,24,28.9671052631579
"Terrell Owens","Buffalo Bills","buf",2009,16,2,0,"hip illness",9,14,0,0,0,1,0,0,0,0,"BUF","1",1,"WR",1996,3,89,75,224,"1973-12-07",NA,NA,NA,NA,NA,NA,NA,NA,1,35,27.9950222222222
"Ashlee Palmer","Buffalo Bills","buf",2009,16,2,1,"ankle",15,16,0,0,0,0,0,0,0,1,"BUF","1",1,"DEF",NA,NA,NA,73,223,"1986-04-07",NA,NA,NA,NA,NA,NA,NA,NA,0,23,29.4180896978795
"Roscoe Parrish","Buffalo Bills","buf",2009,16,4,2,"quadriceps thigh knee illness",3,10,0,0,0,0,0,0,3,0,"BUF","1",3,"WR",2005,2,55,69,175,"1982-07-16",4.37,0,0,0,70,168,0,0,0,27,25.8401596303298
"Paul Posluszny","Buffalo Bills","buf",2009,16,5,4,"arm",2,6,0,0,0,0,1,0,0,0,"BUF","1",1,"DEF",2007,2,34,74,232,"1984-10-10",4.7,6.94,22,116,74,238,4.2,37,1,25,29.7837837837838
"Andre Ramsey","Buffalo Bills","buf",2009,16,1,1,"calf",16,16,0,0,0,0,0,0,1,0,"BUF","1",1,"OL",NA,NA,NA,77,322,"1987-07-24",NA,NA,NA,NA,NA,NA,NA,NA,0,22,38.1794569067296
"Josh Reed","Buffalo Bills","buf",2009,16,4,2,"ankle fibula",3,16,0,0,0,0,0,0,1,1,"BUF","1",2,"WR",2002,2,36,70,210,"1980-05-01",4.54,0,0,0,70,210,0,0,0,29,30.1285714285714
"Aaron Schobel","Buffalo Bills","buf",2009,16,2,0,"back groin",2,9,0,0,1,0,0,0,1,0,"BUF","1",2,"DEF",2001,2,46,76,243,"1977-09-01",4.75,7.16,0,119,76,263,4.03,38,1,32,29.5756578947368
"Derek Schouman","Buffalo Bills","buf",2009,16,14,14,"knee",3,16,0,0,0,0,0,0,1,0,"BUF","1",1,"TE",2007,7,222,74,247,"1985-03-11",4.74,7,27,122,74,247,4.27,37.5,1,24,31.7094594594595
"Bryan Scott","Buffalo Bills","buf",2009,16,8,7,"ankle head",4,16,1,0,0,0,0,0,0,1,"BUF","1",2,"DEF",2003,2,55,73,220,"1981-04-13",4.6,0,13,0,73,219,0,0,1,28,29.022330643648
"Jonathan Scott","Buffalo Bills","buf",2009,16,6,5,"ankle eye",6,16,1,0,0,0,0,0,0,1,"BUF","1",2,"OL",2006,5,141,78,318,"1983-01-10",5.32,7.73,0,101,78,315,4.85,24.5,1,26,36.7445759368836
"Kendall Simmons","Buffalo Bills","buf",2009,16,2,2,"shoulder",14,15,0,1,0,0,0,0,0,0,"BUF","1",1,"OL",2002,1,30,75,315,"1979-03-11",5.3,7.84,24,98,75,311,4.71,28.5,1,30,39.368
"Marcus Stroud","Buffalo Bills","buf",2009,16,4,1,"knee back",10,16,0,0,1,0,0,0,1,0,"BUF","1",2,"DEF",2001,1,13,78,310,"1978-06-25",5.13,8.07,21,110,78,321,4.72,30,1,31,35.8201840894149
"Jonathan Stupar","Buffalo Bills","buf",2009,16,1,0,"knee",16,16,0,0,0,0,0,0,1,0,"BUF","1",1,"TE",NA,NA,NA,75,250,"1984-07-27",NA,NA,NA,NA,NA,NA,NA,NA,1,25,31.2444444444444
"Donte Whitner","Buffalo Bills","buf",2009,16,7,6,"thumb ankle illness",4,16,0,0,0,0,0,1,0,1,"BUF","1",2,"DEF",2006,1,8,70,208,"1985-07-24",4.4,0,18,132,70,204,0,40,1,24,29.8416326530612
"Kyle Williams","Buffalo Bills","buf",2009,16,4,2,"groin knee",4,10,0,0,0,0,0,0,2,0,"BUF","1",2,"DEF",2006,5,134,73,303,"1983-06-10",NA,NA,NA,NA,NA,NA,NA,NA,1,26,39.9716644773879
"Eric Wood","Buffalo Bills","buf",2009,16,6,6,"tibia fibula",11,16,0,0,0,0,0,0,2,0,"BUF","1",2,"OL",2009,1,28,76,310,"1986-03-18",5.19,7.56,30,99,76,310,4.51,30.5,1,23,37.7302631578947
"Ashton Youboty","Buffalo Bills","buf",2009,16,4,4,"ankle",10,13,0,0,0,0,0,0,0,1,"BUF","1",1,"DEF",2006,3,70,72,192,"1984-07-07",4.44,0,0,0,72,189,0,0,0,25,26.037037037037
"James Anderson","Carolina Panthers","car",2009,16,1,0,"concussion",5,5,1,0,0,0,0,0,0,0,"CAR","1",1,"DEF",2006,3,88,74,235,"1983-09-26",4.59,6.67,0,121,75,229,4.07,41,1,26,30.1689189189189
"Jon Beason","Carolina Panthers","car",2009,16,1,0,"knee",5,5,0,0,0,0,0,0,1,0,"CAR","1",1,"DEF",2007,1,25,72,237,"1985-01-14",4.72,0,19,111,72,237,0,0,1,24,32.1394675925926
"Mackenzy Bernadeau","Carolina Panthers","car",2009,16,1,0,"knee",12,12,0,0,0,0,0,0,1,0,"CAR","1",1,"OL",2008,7,250,76,292,"1986-01-03",NA,NA,NA,NA,NA,NA,NA,NA,1,23,35.5394736842105
"Tyler Brayton","Carolina Panthers","car",2009,16,2,1,"concussion",13,14,1,0,0,0,0,0,0,0,"CAR","1",1,"DEF",2003,1,32,78,280,"1979-11-20",4.73,7.14,25,116,78,277,4.31,34,1,30,32.353714661407
"Everette Brown","Carolina Panthers","car",2009,16,3,1,"ankle",2,4,0,0,0,0,0,0,0,1,"CAR","1",1,"DEF",2009,2,43,76,250,"1987-08-07",4.65,7.55,26,114,73,256,4.53,31.5,0,22,30.4276315789474
"Dan Connor","Carolina Panthers","car",2009,16,1,0,"shoulder",3,3,0,1,0,0,0,0,0,0,"CAR","1",1,"DEF",2008,3,74,75,233,"1985-11-02",4.67,0,0,0,74,231,0,0,0,24,29.1198222222222
"Thomas Davis","Carolina Panthers","car",2009,16,10,9,"hamstring knee",6,16,0,0,0,0,0,0,2,0,"CAR","1",2,"DEF",2005,1,14,73,235,"1983-03-22",4.6,7.09,NA,115,73,230,3.97,36.5,1,26,31.0011259148058
"Jake Delhomme","Carolina Panthers","car",2009,16,6,5,"chest finger",8,16,0,0,1,0,0,1,0,0,"CAR","1",2,"QB",NA,NA,NA,74,215,"1975-01-10",NA,NA,NA,NA,NA,NA,NA,NA,1,34,27.6013513513514
"Na'il Diggs","Carolina Panthers","car",2009,16,7,2,"rib ribs",3,14,0,0,2,0,0,0,0,0,"CAR","1",2,"DEF",2000,4,98,76,240,"1978-07-08",4.66,0,0,0,76,231,0,0,1,31,29.2105263157895
"Tony Fiammetta","Carolina Panthers","car",2009,16,3,1,"ankle concussion",4,9,1,0,0,0,0,0,0,1,"CAR","1",2,"RB",2009,4,128,72,246,"1986-08-22",4.58,7.31,30,112,72,245,4.49,34,0,23,33.3599537037037
"Charles Godfrey","Carolina Panthers","car",2009,16,5,4,"ankle",7,11,0,0,0,0,0,0,0,1,"CAR","1",1,"DEF",2008,3,67,72,207,"1985-11-15",4.43,7.28,14,121,72,207,4.4,32.5,1,24,28.0711805555556
"Mike Goodson","Carolina Panthers","car",2009,16,2,1,"illness concussion",3,4,1,0,0,0,0,0,0,0,"CAR","1",1,"RB",2009,4,111,71,195,"1987-05-23",4.43,6.89,14,118,72,208,4.22,39.5,0,22,27.1940091251736
"Jordan Gross","Carolina Panthers","car",2009,16,8,7,"knee ankle",3,16,0,0,0,0,0,0,1,1,"CAR","1",2,"OL",2003,1,8,76,305,"1980-07-20",5.05,7.69,28,112,76,300,4.39,31.5,1,29,37.1217105263158
"Chris Harris","Carolina Panthers","car",2009,16,4,3,"knee",1,4,0,0,0,0,0,0,1,0,"CAR","1",1,"DEF",2005,6,181,72,211,"1982-08-06",NA,NA,NA,NA,NA,NA,NA,NA,1,27,28.6136188271605
"Nick Hayden","Carolina Panthers","car",2009,16,3,2,"toe",2,5,0,0,0,0,0,0,0,1,"CAR","1",1,"DEF",2008,6,181,76,295,"1986-02-04",5.14,7.55,34,108,76,291,4.54,27,0,23,35.9046052631579
"Brad Hoover","Carolina Panthers","car",2009,16,8,5,"back ankle",3,12,0,0,1,0,0,0,0,1,"CAR","1",2,"RB",NA,NA,NA,72,245,"1976-11-11",NA,NA,NA,NA,NA,NA,NA,NA,0,33,33.2243441358025
"Dwayne Jarrett","Carolina Panthers","car",2009,16,2,1,"ankle",12,13,0,0,0,0,0,0,0,1,"CAR","1",1,"WR",2007,2,45,76,219,"1986-09-11",4.62,0,0,0,76,219,0,0,0,23,26.6546052631579
"Charles Johnson","Carolina Panthers","car",2009,16,6,3,"knee illness pectoral",2,13,0,0,1,0,0,0,1,0,"CAR","1",2,"DEF",2007,3,83,74,270,"1986-07-10",4.84,7.5,33,118,74,270,0,34,0,23,34.6621621621622
"Landon Johnson","Carolina Panthers","car",2009,16,8,6,"shoulder knee",7,16,0,1,0,0,0,0,1,0,"CAR","1",2,"DEF",2004,3,96,74,232,"1981-03-13",4.65,7,20,120,74,227,4.08,37.5,1,28,29.7837837837838
"John Kasay","Carolina Panthers","car",2009,16,2,0,"groin",8,9,0,0,0,0,0,0,1,0,"CAR","1",1,"K",1991,4,98,70,210,"1969-10-27",NA,NA,NA,NA,NA,NA,NA,NA,0,40,30.1285714285714
"Louis Leonard","Carolina Panthers","car",2009,16,14,14,"ankle",3,16,0,0,0,0,0,0,0,1,"CAR","1",1,"DEF",NA,NA,NA,77,325,"1984-07-16",NA,NA,NA,NA,NA,NA,NA,NA,1,25,38.5351661325687
"Damione Lewis","Carolina Panthers","car",2009,16,2,0,"shoulder",10,11,0,1,0,0,0,0,0,0,"CAR","1",1,"DEF",2001,1,12,74,301,"1978-03-01",4.9,0,22,0,75,293,0,0,1,31,38.6418918918919
"Rhys Lloyd","Carolina Panthers","car",2009,16,2,0,"ankle",6,7,0,0,0,0,0,0,0,1,"CAR","1",1,"K",NA,NA,NA,71,231,"1982-06-05",NA,NA,NA,NA,NA,NA,NA,NA,0,27,32.2144415790518
"Richard Marshall","Carolina Panthers","car",2009,16,3,0,"ankle",14,16,0,0,0,0,0,0,0,1,"CAR","1",1,"DEF",2006,2,58,71,198,"1984-12-12",4.42,6.65,12,129,71,189,4.16,37,1,24,27.6123784963301
"Sherrod Martin","Carolina Panthers","car",2009,16,3,0,"knee",1,3,0,0,0,0,0,0,1,0,"CAR","1",1,"DEF",2009,2,59,72,197,"1984-10-12",4.43,6.6,12,123,73,198,3.98,36,0,25,26.7150848765432
"Josh McCown","Carolina Panthers","car",2009,16,15,15,"foot",2,16,0,0,0,0,0,0,0,1,"CAR","1",1,"QB",2002,3,81,76,218,"1979-07-04",4.59,6.85,NA,120,76,221,3.9,38.5,0,30,26.5328947368421
"Matt Moore","Carolina Panthers","car",2009,16,2,0,"shoulder rib",15,16,0,1,1,0,0,0,0,0,"CAR","1",2,"QB",NA,NA,NA,75,219,"1984-08-09",NA,NA,NA,NA,NA,NA,NA,NA,1,25,27.3701333333333
"Muhsin Muhammad","Carolina Panthers","car",2009,16,9,2,"leg ankle knee",2,16,0,0,0,0,0,0,2,1,"CAR","1",3,"WR",1996,2,43,74,215,"1973-05-05",NA,NA,NA,NA,NA,NA,NA,NA,1,36,27.6013513513514
"Captain Munnerlyn","Carolina Panthers","car",2009,16,4,1,"illness shoulder concussion",3,13,1,1,0,0,0,0,0,0,"CAR","1",2,"DEF",2009,7,216,69,195,"1988-04-10",4.41,7.15,19,121,68,182,4.2,37.5,0,21,28.7933207309389
"Jeff Otah","Carolina Panthers","car",2009,16,5,3,"shoulder knee",2,16,0,1,0,0,0,0,1,0,"CAR","1",2,"OL",2008,1,19,78,340,"1986-06-17",5.55,0,27,102,78,322,0,22.5,1,23,39.2866535174227
"Julius Peppers","Carolina Panthers","car",2009,16,2,0,"hand",9,11,0,0,0,0,0,1,0,0,"CAR","1",1,"DEF",2002,1,2,79,295,"1980-01-18",4.74,0,0,0,78,283,0,0,1,29,33.2294504085884
"Dante Rosario","Carolina Panthers","car",2009,16,4,2,"ankle knee",5,9,0,0,0,0,0,0,1,1,"CAR","1",2,"TE",2007,5,155,75,244,"1984-10-25",4.78,6.96,20,115,75,244,4.47,36,1,25,30.4945777777778
"Geoff Schwartz","Carolina Panthers","car",2009,16,1,0,"groin",16,16,0,0,0,0,0,0,1,0,"CAR","1",1,"OL",2008,7,241,78,332,"1986-07-11",5.36,7.9,0,98,78,332,4.79,20.5,1,23,38.362261669954
"Steve Smith","Carolina Panthers","car",2009,16,6,1,"ankle knee back ribs rib arm",3,16,0,0,3,0,1,0,1,1,"CAR","1",6,"WR",2001,3,74,69,195,"1979-05-12",4.41,7.44,0,121,69,184,4.25,38.5,1,30,28.7933207309389
"Jonathan Stewart","Carolina Panthers","car",2009,16,15,0,"heel achilles toe",2,16,0,0,0,0,0,0,0,3,"CAR","1",3,"RB",2008,1,13,70,240,"1987-03-21",4.46,0,28,128,70,235,0,36.5,1,22,34.4326530612245
"Tyrell Sutton","Carolina Panthers","car",2009,16,3,2,"thigh calf",14,16,0,0,0,0,0,0,2,0,"CAR","1",2,"RB",NA,NA,NA,69,190,"1986-12-19",4.64,6.94,0,114,68,211,4.32,33,0,22,28.0550304557866
"Tank Tyler","Carolina Panthers","car",2009,16,5,5,"knee",12,16,0,0,0,0,0,0,1,0,"CAR","1",1,"DEF",2007,3,82,74,306,"1985-02-14",5.18,0,42,0,74,306,0,28.5,0,24,39.2837837837838
"DeAngelo Williams","Carolina Panthers","car",2009,16,7,3,"knee ankle",9,16,0,0,0,0,0,0,1,1,"CAR","1",2,"RB",2006,1,27,69,207,"1983-04-25",4.45,0,25,121,69,214,0,35.5,1,26,30.5652173913043
"Anthony Adams","Chicago Bears","chi",2009,16,2,0,"knee toe",4,5,0,0,0,0,0,0,1,1,"CHI","1",2,"DEF",2003,2,57,72,310,"1980-06-18",5.13,7.68,0,109,72,299,4.59,30.5,1,29,42.0389660493827
"Gaines Adams","Chicago Bears","chi",2009,16,1,0,"ankle",15,15,0,0,0,0,0,0,0,1,"CHI","1",1,"DEF",2007,1,4,77,258,"1983-06-08",4.64,7.17,0,119,77,258,4.36,35,0,26,30.5909934221623
"Al Afalava","Chicago Bears","chi",2009,16,6,3,"shoulder knee",2,16,0,1,0,0,0,0,1,0,"CHI","1",2,"DEF",2009,6,190,71,213,"1987-01-20",NA,NA,NA,NA,NA,NA,NA,NA,1,22,29.7042253521127
"Mark Anderson","Chicago Bears","chi",2009,16,1,0,"toe",2,2,0,0,0,0,0,0,0,1,"CHI","1",1,"DEF",2006,5,159,76,255,"1983-05-26",4.62,6.95,20,127,76,254,4.22,42,1,26,31.0361842105263
"Devin Aromashodu","Chicago Bears","chi",2009,16,1,1,"quadriceps",1,1,0,0,0,0,0,0,1,0,"CHI","1",1,"WR",2006,7,233,74,201,"1984-05-23",4.35,7.04,0,120,74,201,4.16,39,0,25,25.8040540540541
"Zackary Bowman","Chicago Bears","chi",2009,16,3,0,"knee undisclosed illness",7,14,0,0,0,0,0,0,1,0,"CHI","1",1,"DEF",2008,5,142,73,197,"1984-11-14",4.39,7.1,18,122,72,197,4.21,30.5,1,25,25.9881778945393
"Lance Briggs","Chicago Bears","chi",2009,16,8,1,"foot shoulder knee back",4,16,0,1,1,0,0,0,1,1,"CHI","1",4,"DEF",2003,3,68,73,244,"1980-11-12",4.75,0,25,113,73,242,0,33,1,29,32.1884030775005
"Alex Brown","Chicago Bears","chi",2009,16,4,0,"ankle leg calf",3,12,0,0,0,0,0,0,2,1,"CHI","1",3,"DEF",2002,4,104,75,260,"1979-06-04",4.74,0,0,0,75,260,0,0,1,30,32.4942222222222
"Josh Bullocks","Chicago Bears","chi",2009,16,1,0,"ankle",6,6,0,0,0,0,0,0,0,1,"CHI","1",1,"DEF",2005,2,40,72,210,"1983-02-28",4.46,7.09,0,118,72,209,4.08,37.5,0,26,28.4780092592593
"Desmond Clark","Chicago Bears","chi",2009,16,8,5,"rib neck illness",2,15,1,0,1,0,0,0,0,0,"CHI","1",2,"TE",1999,6,179,75,249,"1977-04-20",NA,NA,NA,NA,NA,NA,NA,NA,1,32,31.1194666666667
"Kellen Davis","Chicago Bears","chi",2009,16,1,0,"ankle",11,11,0,0,0,0,0,0,0,1,"CHI","1",1,"TE",2008,5,158,78,259,"1985-10-11",4.59,7.25,22,118,78,262,4.38,28,0,24,29.9271860618014
"Matt Forte","Chicago Bears","chi",2009,16,1,0,"knee",4,4,0,0,0,0,0,0,1,0,"CHI","1",1,"RB",2008,2,44,73,221,"1985-12-10",4.44,6.84,23,118,73,217,4.23,33,1,23,29.1542503283918
"Roberto Garza","Chicago Bears","chi",2009,16,1,0,"ankle",11,11,0,0,0,0,0,0,0,1,"CHI","1",1,"OL",2001,4,99,74,310,"1979-03-26",5,7.71,37,114,74,303,4.53,32.5,1,30,39.7972972972973
"Corey Graham","Chicago Bears","chi",2009,16,1,0,"ankle",6,6,0,0,0,0,0,0,0,1,"CHI","1",1,"DEF",2007,5,168,72,196,"1985-07-25",4.42,0,10,0,72,195,0,0,0,24,26.579475308642
"Tommie Harris","Chicago Bears","chi",2009,16,15,1,"knee",2,16,0,0,0,0,0,0,1,0,"CHI","1",1,"DEF",2004,1,14,75,295,"1983-04-29",4.78,0,29,0,74,295,0,0,1,26,36.8684444444444
"Devin Hester","Chicago Bears","chi",2009,16,5,3,"ankle calf",8,16,0,0,0,0,0,0,1,1,"CHI","1",2,"WR",2006,2,57,71,190,"1982-11-04",4.41,0,16,124,71,190,0,38,1,27,26.4967268399127
"Hunter Hillenmeyer","Chicago Bears","chi",2009,16,4,2,"rib groin",4,13,0,0,1,0,0,0,1,0,"CHI","1",2,"DEF",2003,5,166,76,238,"1980-10-28",NA,NA,NA,NA,NA,NA,NA,NA,1,29,28.9671052631579
"Israel Idonije","Chicago Bears","chi",2009,16,9,1,"hamstring  knee foot",1,16,0,0,0,0,0,0,2,1,"CHI","1",3,"DEF",NA,NA,NA,78,275,"1980-11-17",NA,NA,NA,NA,NA,NA,NA,NA,0,29,31.775969756739
"Johnny Knox","Chicago Bears","chi",2009,16,1,1,"ankle",16,16,0,0,0,0,0,0,0,1,"CHI","1",1,"WR",2009,5,140,72,185,"1986-11-03",4.34,6.81,0,122,71,185,4.15,35,0,23,25.0877700617284
"Olin Kreutz","Chicago Bears","chi",2009,16,1,0,"back",10,10,0,0,1,0,0,0,0,0,"CHI","1",1,"OL",1998,3,64,74,292,"1977-06-09",NA,NA,NA,NA,NA,NA,NA,NA,1,32,37.4864864864865
"Patrick Mannelly","Chicago Bears","chi",2009,16,1,0,"forearm",4,4,1,0,0,0,1,0,0,0,"CHI","1",2,"OL",1998,6,189,77,265,"1975-04-18",NA,NA,NA,NA,NA,NA,NA,NA,0,34,31.4209816157868
"Danieal Manning","Chicago Bears","chi",2009,16,4,1,"back foot calf",2,16,0,0,1,0,0,0,1,1,"CHI","1",3,"DEF",2006,2,42,71,212,"1982-08-09",4.48,7.23,17,123,71,202,4.07,39,0,27,29.5647688950605
